Date,State,WindSpeed
202102,IA,4.9
202103,IA,5.2
202104,IA,5.4
202105,IA,4.7
202106,IA,4.1
202107,IA,3.6
202108,IA,3.4
202109,IA,3.9
202110,IA,4.4
202111,IA,4.8
202112,IA,4.7
202201,IA,4.8
202202,IA,4.9
202203,IA,5.2
202204,IA,5.4
202205,IA,4.7
202206,IA,4.1
202207,IA,3.6
202208,IA,3.4
202209,IA,3.9
202210,IA,4.4
202211,IA,4.8
202212,IA,4.7
202301,IA,4.8
202302,IA,4.9
202303,IA,5.2
202304,IA,5.4
202305,IA,4.7
202306,IA,4.1
202307,IA,3.6
202308,IA,3.4
202309,IA,3.9
202310,IA,4.4
202311,IA,4.8
202312,IA,4.7
200101,ID,3.3
200102,ID,3.5
200103,ID,3.8
200104,ID,4.0
200105,ID,3.6
200106,ID,3.5
200107,ID,3.2
200108,ID,3.1
200109,ID,3.0
200110,ID,3.1
200111,ID,3.3
200112,ID,3.3
200201,ID,3.3
200202,ID,3.5
200203,ID,3.8
200204,ID,4.0
200205,ID,3.6
200206,ID,3.5
200207,ID,3.2
200208,ID,3.1
200209,ID,3.0
200210,ID,3.1
200211,ID,3.3
200212,ID,3.3
200301,ID,3.3
200302,ID,3.5
200303,ID,3.8
200304,ID,4.0
200305,ID,3.6
200306,ID,3.5
200307,ID,3.2
200308,ID,3.1
200309,ID,3.0
200310,ID,3.1
200311,ID,3.3
200312,ID,3.3
200401,ID,3.3
200402,ID,3.5
200403,ID,3.8
200404,ID,4.0
200405,ID,3.6
200406,ID,3.5
200407,ID,3.2
200408,ID,3.1
200409,ID,3.0
200410,ID,3.1
200411,ID,3.3
200412,ID,3.3
200501,ID,3.3
200502,ID,3.5
200503,ID,3.8
200504,ID,4.0
200505,ID,3.6
200506,ID,3.5
200507,ID,3.2
200508,ID,3.1
200509,ID,3.0
200510,ID,3.1
200511,ID,3.3
200512,ID,3.3
200601,ID,3.3
200602,ID,3.5
200603,ID,3.8
200604,ID,4.0
200605,ID,3.6
200606,ID,3.5
200607,ID,3.2
200608,ID,3.1
200609,ID,3.0
200610,ID,3.1
200611,ID,3.3
200612,ID,3.3
200701,ID,3.3
200702,ID,3.5
200703,ID,3.8
200704,ID,4.0
200705,ID,3.6
200706,ID,3.5
200707,ID,3.2
200708,ID,3.1
200709,ID,3.0
200710,ID,3.1
200711,ID,3.3
200712,ID,3.3
200801,ID,3.3
200802,ID,3.5
200803,ID,3.8
200804,ID,4.0
200805,ID,3.6
200806,ID,3.5
200807,ID,3.2
200808,ID,3.1
200809,ID,3.0
200810,ID,3.1
200811,ID,3.3
200812,ID,3.3
200901,ID,3.3
200902,ID,3.5
200903,ID,3.8
200904,ID,4.0
200905,ID,3.6
200906,ID,3.5
200907,ID,3.2
200908,ID,3.1
200909,ID,3.0
200910,ID,3.1
200911,ID,3.3
200912,ID,3.3
201001,ID,3.3
201002,ID,3.5
201003,ID,3.8
201004,ID,4.0
201005,ID,3.6
201006,ID,3.5
201007,ID,3.2
201008,ID,3.1
201009,ID,3.0
201010,ID,3.1
201011,ID,3.3
201012,ID,3.3
201101,ID,3.3
201102,ID,3.5
201103,ID,3.8
201104,ID,4.0
201105,ID,3.6
201106,ID,3.5
201107,ID,3.2
201108,ID,3.1
201109,ID,3.0
201110,ID,3.1
201111,ID,3.3
201112,ID,3.3
201201,ID,3.3
201202,ID,3.5
201203,ID,3.8
201204,ID,4.0
201205,ID,3.6
201206,ID,3.5
201207,ID,3.2
201208,ID,3.1
201209,ID,3.0
201210,ID,3.1
201211,ID,3.3
201212,ID,3.3
201301,ID,3.3
201302,ID,3.5
201303,ID,3.8
201304,ID,4.0
201305,ID,3.6
201306,ID,3.5
201307,ID,3.2
201308,ID,3.1
201309,ID,3.0
201310,ID,3.1
201311,ID,3.3
201312,ID,3.3
201401,ID,3.3
201402,ID,3.5
201403,ID,3.8
201404,ID,4.0
201405,ID,3.6
201406,ID,3.5
201407,ID,3.2
201408,ID,3.1
201409,ID,3.0
201410,ID,3.1
201411,ID,3.3
201412,ID,3.3
201501,ID,3.3
201502,ID,3.5
201503,ID,3.8
201504,ID,4.0
201505,ID,3.6
201506,ID,3.5
201507,ID,3.2
201508,ID,3.1
201509,ID,3.0
201510,ID,3.1
201511,ID,3.3
201512,ID,3.3
201601,ID,3.3
201602,ID,3.5
201603,ID,3.8
201604,ID,4.0
201605,ID,3.6
201606,ID,3.5
201607,ID,3.2
201608,ID,3.1
201609,ID,3.0
201610,ID,3.1
201611,ID,3.3
201612,ID,3.3
201701,ID,3.3
201702,ID,3.5
201703,ID,3.8
201704,ID,4.0
201705,ID,3.6
201706,ID,3.5
201707,ID,3.2
201708,ID,3.1
201709,ID,3.0
201710,ID,3.1
201711,ID,3.3
201712,ID,3.3
201801,ID,3.3
201802,ID,3.5
201803,ID,3.8
201804,ID,4.0
201805,ID,3.6
201806,ID,3.5
201807,ID,3.2
201808,ID,3.1
201809,ID,3.0
201810,ID,3.1
201811,ID,3.3
201812,ID,3.3
201901,ID,3.3
201902,ID,3.5
201903,ID,3.8
201904,ID,4.0
201905,ID,3.6
201906,ID,3.5
201907,ID,3.2
201908,ID,3.1
201909,ID,3.0
201910,ID,3.1
201911,ID,3.3
201912,ID,3.3
202001,ID,3.3
202002,ID,3.5
202003,ID,3.8
202004,ID,4.0
202005,ID,3.6
202006,ID,3.5
202007,ID,3.2
202008,ID,3.1
202009,ID,3.0
202010,ID,3.1
202011,ID,3.3
202012,ID,3.3
202101,ID,3.3
202102,ID,3.5
202103,ID,3.8
202104,ID,4.0
202105,ID,3.6
202106,ID,3.5
202107,ID,3.2
202108,ID,3.1
202109,ID,3.0
202110,ID,3.1
202111,ID,3.3
202112,ID,3.3
202201,ID,3.3
202202,ID,3.5
202203,ID,3.8
202204,ID,4.0
202205,ID,3.6
202206,ID,3.5
202207,ID,3.2
202208,ID,3.1
202209,ID,3.0
202210,ID,3.1
202211,ID,3.3
202212,ID,3.3
202301,ID,3.3
202302,ID,3.5
202303,ID,3.8
202304,ID,4.0
202305,ID,3.6
202306,ID,3.5
202307,ID,3.2
202308,ID,3.1
202309,ID,3.0
202310,ID,3.1
202311,ID,3.3
202312,ID,3.3
200101,IL,4.5
200102,IL,4.5
200103,IL,4.8
200104,IL,4.8
200105,IL,4.1
200106,IL,3.5
200107,IL,3.1
200108,IL,2.9
200109,IL,3.2
200110,IL,3.9
200111,IL,4.4
200112,IL,4.3
200201,IL,4.5
200202,IL,4.5
200203,IL,4.8
200204,IL,4.8
200205,IL,4.1
200206,IL,3.5
200207,IL,3.1
200208,IL,2.9
200209,IL,3.2
200210,IL,3.9
200211,IL,4.4
200212,IL,4.3
200301,IL,4.5
200302,IL,4.5
200303,IL,4.8
200304,IL,4.8
200305,IL,4.1
200306,IL,3.5
200307,IL,3.1
200308,IL,2.9
200309,IL,3.2
200310,IL,3.9
200311,IL,4.4
200312,IL,4.3
200401,IL,4.5
200402,IL,4.5
200403,IL,4.8
200404,IL,4.8
200405,IL,4.1
200406,IL,3.5
200407,IL,3.1
200408,IL,2.9
200409,IL,3.2
200410,IL,3.9
200411,IL,4.4
200412,IL,4.3
200501,IL,4.5
200502,IL,4.5
200503,IL,4.8
200504,IL,4.8
200505,IL,4.1
200506,IL,3.5
200507,IL,3.1
200508,IL,2.9
200509,IL,3.2
200510,IL,3.9
200511,IL,4.4
200512,IL,4.3
200601,IL,4.5
200602,IL,4.5
200603,IL,4.8
200604,IL,4.8
200605,IL,4.1
200606,IL,3.5
200607,IL,3.1
200608,IL,2.9
200609,IL,3.2
200610,IL,3.9
200611,IL,4.4
200612,IL,4.3
200701,IL,4.5
200702,IL,4.5
200703,IL,4.8
200704,IL,4.8
200705,IL,4.1
200706,IL,3.5
200707,IL,3.1
200708,IL,2.9
200709,IL,3.2
200710,IL,3.9
200711,IL,4.4
200712,IL,4.3
200801,IL,4.5
200802,IL,4.5
200803,IL,4.8
200804,IL,4.8
200805,IL,4.1
200806,IL,3.5
200807,IL,3.1
200808,IL,2.9
200809,IL,3.2
200810,IL,3.9
200811,IL,4.4
200812,IL,4.3
200901,IL,4.5
200902,IL,4.5
200903,IL,4.8
200904,IL,4.8
200905,IL,4.1
200906,IL,3.5
200907,IL,3.1
200908,IL,2.9
200909,IL,3.2
200910,IL,3.9
200911,IL,4.4
200912,IL,4.3
201001,IL,4.5
201002,IL,4.5
201003,IL,4.8
201004,IL,4.8
201005,IL,4.1
201006,IL,3.5
201007,IL,3.1
201008,IL,2.9
201009,IL,3.2
201010,IL,3.9
201011,IL,4.4
201012,IL,4.3
201101,IL,4.5
201102,IL,4.5
201103,IL,4.8
201104,IL,4.8
201105,IL,4.1
201106,IL,3.5
201107,IL,3.1
201108,IL,2.9
201109,IL,3.2
201110,IL,3.9
201111,IL,4.4
201112,IL,4.3
201201,IL,4.5
201202,IL,4.5
201203,IL,4.8
201204,IL,4.8
201205,IL,4.1
201206,IL,3.5
201207,IL,3.1
201208,IL,2.9
201209,IL,3.2
201210,IL,3.9
201211,IL,4.4
201212,IL,4.3
201301,IL,4.5
201302,IL,4.5
201303,IL,4.8
201304,IL,4.8
201305,IL,4.1
201306,IL,3.5
201307,IL,3.1
201308,IL,2.9
201309,IL,3.2
201310,IL,3.9
201311,IL,4.4
201312,IL,4.3
201401,IL,4.5
201402,IL,4.5
201403,IL,4.8
201404,IL,4.8
201405,IL,4.1
201406,IL,3.5
201407,IL,3.1
201408,IL,2.9
201409,IL,3.2
201410,IL,3.9
201411,IL,4.4
201412,IL,4.3
201501,IL,4.5
201502,IL,4.5
201503,IL,4.8
201504,IL,4.8
201505,IL,4.1
201506,IL,3.5
201507,IL,3.1
201508,IL,2.9
201509,IL,3.2
201510,IL,3.9
201511,IL,4.4
201512,IL,4.3
201601,IL,4.5
201602,IL,4.5
201603,IL,4.8
201604,IL,4.8
201605,IL,4.1
201606,IL,3.5
201607,IL,3.1
201608,IL,2.9
201609,IL,3.2
201610,IL,3.9
201611,IL,4.4
201612,IL,4.3
201701,IL,4.5
201702,IL,4.5
201703,IL,4.8
201704,IL,4.8
201705,IL,4.1
201706,IL,3.5
201707,IL,3.1
201708,IL,2.9
201709,IL,3.2
201710,IL,3.9
201711,IL,4.4
201712,IL,4.3
201801,IL,4.5
201802,IL,4.5
201803,IL,4.8
201804,IL,4.8
201805,IL,4.1
201806,IL,3.5
201807,IL,3.1
201808,IL,2.9
201809,IL,3.2
201810,IL,3.9
201811,IL,4.4
201812,IL,4.3
201901,IL,4.5
201902,IL,4.5
201903,IL,4.8
201904,IL,4.8
201905,IL,4.1
201906,IL,3.5
201907,IL,3.1
201908,IL,2.9
201909,IL,3.2
201910,IL,3.9
201911,IL,4.4
201912,IL,4.3
202001,IL,4.5
202002,IL,4.5
202003,IL,4.8
202004,IL,4.8
202005,IL,4.1
202006,IL,3.5
202007,IL,3.1
202008,IL,2.9
202009,IL,3.2
202010,IL,3.9
202011,IL,4.4
202012,IL,4.3
202101,IL,4.5
202102,IL,4.5
202103,IL,4.8
202104,IL,4.8
202105,IL,4.1
202106,IL,3.5
202107,IL,3.1
202108,IL,2.9
202109,IL,3.2
202110,IL,3.9
202111,IL,4.4
202112,IL,4.3
202201,IL,4.5
202202,IL,4.5
202203,IL,4.8
202204,IL,4.8
202205,IL,4.1
202206,IL,3.5
202207,IL,3.1
202208,IL,2.9
202209,IL,3.2
202210,IL,3.9
202211,IL,4.4
202212,IL,4.3
202301,IL,4.5
202302,IL,4.5
202303,IL,4.8
202304,IL,4.8
202305,IL,4.1
202306,IL,3.5
202307,IL,3.1
202308,IL,2.9
202309,IL,3.2
202310,IL,3.9
202311,IL,4.4
202312,IL,4.3
200101,IN,4.6
200102,IN,4.4
200103,IN,4.5
200104,IN,4.5
200105,IN,3.9
200106,IN,3.4
200107,IN,3.0
200108,IN,2.8
200109,IN,3.1
200110,IN,3.6
200111,IN,4.2
200112,IN,4.2
200201,IN,4.6
200202,IN,4.4
200203,IN,4.5
200204,IN,4.5
200205,IN,3.9
200206,IN,3.4
200207,IN,3.0
200208,IN,2.8
200209,IN,3.1
200210,IN,3.6
200211,IN,4.2
200212,IN,4.2
200301,IN,4.6
200302,IN,4.4
200303,IN,4.5
200304,IN,4.5
200305,IN,3.9
200306,IN,3.4
200307,IN,3.0
200308,IN,2.8
200309,IN,3.1
200310,IN,3.6
200311,IN,4.2
200312,IN,4.2
200401,IN,4.6
200402,IN,4.4
200403,IN,4.5
200404,IN,4.5
200405,IN,3.9
200406,IN,3.4
200407,IN,3.0
200408,IN,2.8
200409,IN,3.1
200410,IN,3.6
200411,IN,4.2
200412,IN,4.2
200501,IN,4.6
200502,IN,4.4
200503,IN,4.5
200504,IN,4.5
200505,IN,3.9
200506,IN,3.4
200507,IN,3.0
200508,IN,2.8
200509,IN,3.1
200510,IN,3.6
200511,IN,4.2
200512,IN,4.2
200601,IN,4.6
200602,IN,4.4
200603,IN,4.5
200604,IN,4.5
200605,IN,3.9
200606,IN,3.4
200607,IN,3.0
200608,IN,2.8
200609,IN,3.1
200610,IN,3.6
200611,IN,4.2
200612,IN,4.2
200701,IN,4.6
200702,IN,4.4
200703,IN,4.5
200704,IN,4.5
200705,IN,3.9
200706,IN,3.4
200707,IN,3.0
200708,IN,2.8
200709,IN,3.1
200710,IN,3.6
200711,IN,4.2
200712,IN,4.2
200801,IN,4.6
200802,IN,4.4
200803,IN,4.5
200804,IN,4.5
200805,IN,3.9
200806,IN,3.4
200807,IN,3.0
200808,IN,2.8
200809,IN,3.1
200810,IN,3.6
200811,IN,4.2
200812,IN,4.2
200901,IN,4.6
200902,IN,4.4
200903,IN,4.5
200904,IN,4.5
200905,IN,3.9
200906,IN,3.4
200907,IN,3.0
200908,IN,2.8
200909,IN,3.1
200910,IN,3.6
200911,IN,4.2
200912,IN,4.2
201001,IN,4.6
201002,IN,4.4
201003,IN,4.5
201004,IN,4.5
201005,IN,3.9
201006,IN,3.4
201007,IN,3.0
201008,IN,2.8
201009,IN,3.1
201010,IN,3.6
201011,IN,4.2
201012,IN,4.2
201101,IN,4.6
201102,IN,4.4
201103,IN,4.5
201104,IN,4.5
201105,IN,3.9
201106,IN,3.4
201107,IN,3.0
201108,IN,2.8
201109,IN,3.1
201110,IN,3.6
201111,IN,4.2
201112,IN,4.2
201201,IN,4.6
201202,IN,4.4
201203,IN,4.5
201204,IN,4.5
201205,IN,3.9
201206,IN,3.4
201207,IN,3.0
201208,IN,2.8
201209,IN,3.1
201210,IN,3.6
201211,IN,4.2
201212,IN,4.2
201301,IN,4.6
201302,IN,4.4
201303,IN,4.5
201304,IN,4.5
201305,IN,3.9
201306,IN,3.4
201307,IN,3.0
201308,IN,2.8
201309,IN,3.1
201310,IN,3.6
201311,IN,4.2
201312,IN,4.2
201401,IN,4.6
201402,IN,4.4
201403,IN,4.5
201404,IN,4.5
201405,IN,3.9
201406,IN,3.4
201407,IN,3.0
201408,IN,2.8
201409,IN,3.1
201410,IN,3.6
201411,IN,4.2
201412,IN,4.2
201501,IN,4.6
201502,IN,4.4
201503,IN,4.5
201504,IN,4.5
201505,IN,3.9
201506,IN,3.4
201507,IN,3.0
201508,IN,2.8
201509,IN,3.1
201510,IN,3.6
201511,IN,4.2
201512,IN,4.2
201601,IN,4.6
201602,IN,4.4
201603,IN,4.5
201604,IN,4.5
201605,IN,3.9
201606,IN,3.4
201607,IN,3.0
201608,IN,2.8
201609,IN,3.1
201610,IN,3.6
201611,IN,4.2
201612,IN,4.2
201701,IN,4.6
201702,IN,4.4
201703,IN,4.5
201704,IN,4.5
201705,IN,3.9
201706,IN,3.4
201707,IN,3.0
201708,IN,2.8
201709,IN,3.1
201710,IN,3.6
201711,IN,4.2
201712,IN,4.2
201801,IN,4.6
201802,IN,4.4
201803,IN,4.5
201804,IN,4.5
201805,IN,3.9
201806,IN,3.4
201807,IN,3.0
201808,IN,2.8
201809,IN,3.1
201810,IN,3.6
201811,IN,4.2
201812,IN,4.2
201901,IN,4.6
201902,IN,4.4
201903,IN,4.5
201904,IN,4.5
201905,IN,3.9
201906,IN,3.4
201907,IN,3.0
201908,IN,2.8
201909,IN,3.1
201910,IN,3.6
201911,IN,4.2
201912,IN,4.2
202001,IN,4.6
202002,IN,4.4
202003,IN,4.5
202004,IN,4.5
202005,IN,3.9
202006,IN,3.4
202007,IN,3.0
202008,IN,2.8
202009,IN,3.1
202010,IN,3.6
202011,IN,4.2
202012,IN,4.2
202101,IN,4.6
202102,IN,4.4
202103,IN,4.5
202104,IN,4.5
202105,IN,3.9
202106,IN,3.4
202107,IN,3.0
202108,IN,2.8
202109,IN,3.1
202110,IN,3.6
202111,IN,4.2
202112,IN,4.2
202201,IN,4.6
202202,IN,4.4
202203,IN,4.5
202204,IN,4.5
202205,IN,3.9
202206,IN,3.4
202207,IN,3.0
202208,IN,2.8
202209,IN,3.1
202210,IN,3.6
202211,IN,4.2
202212,IN,4.2
202301,IN,4.6
202302,IN,4.4
202303,IN,4.5
202304,IN,4.5
202305,IN,3.9
202306,IN,3.4
202307,IN,3.0
202308,IN,2.8
202309,IN,3.1
202310,IN,3.6
202311,IN,4.2
202312,IN,4.2
200101,KS,4.8
200102,KS,5.1
200103,KS,5.6
200104,KS,5.8
200105,KS,5.2
200106,KS,5.0
200107,KS,4.5
200108,KS,4.3
200109,KS,4.7
200110,KS,4.8
200111,KS,5.0
200112,KS,4.8
200201,KS,4.8
200202,KS,5.1
200203,KS,5.6
200204,KS,5.8
200205,KS,5.2
200206,KS,5.0
200207,KS,4.5
200208,KS,4.3
200209,KS,4.7
200210,KS,4.8
200211,KS,5.0
200212,KS,4.8
200301,KS,4.8
200302,KS,5.1
200303,KS,5.6
200304,KS,5.8
200305,KS,5.2
200306,KS,5.0
200307,KS,4.5
200308,KS,4.3
200309,KS,4.7
200310,KS,4.8
200311,KS,5.0
200312,KS,4.8
200401,KS,4.8
200402,KS,5.1
200403,KS,5.6
200404,KS,5.8
200405,KS,5.2
200406,KS,5.0
200407,KS,4.5
200408,KS,4.3
200409,KS,4.7
200410,KS,4.8
200411,KS,5.0
200412,KS,4.8
200501,KS,4.8
200502,KS,5.1
200503,KS,5.6
200504,KS,5.8
200505,KS,5.2
200506,KS,5.0
200507,KS,4.5
200508,KS,4.3
200509,KS,4.7
200510,KS,4.8
200511,KS,5.0
200512,KS,4.8
200601,KS,4.8
200602,KS,5.1
200603,KS,5.6
200604,KS,5.8
200605,KS,5.2
200606,KS,5.0
200607,KS,4.5
200608,KS,4.3
200609,KS,4.7
200610,KS,4.8
200611,KS,5.0
200612,KS,4.8
200701,KS,4.8
200702,KS,5.1
200703,KS,5.6
200704,KS,5.8
200705,KS,5.2
200706,KS,5.0
200707,KS,4.5
200708,KS,4.3
200709,KS,4.7
200710,KS,4.8
200711,KS,5.0
200712,KS,4.8
200801,KS,4.8
200802,KS,5.1
200803,KS,5.6
200804,KS,5.8
200805,KS,5.2
200806,KS,5.0
200807,KS,4.5
200808,KS,4.3
200809,KS,4.7
200810,KS,4.8
200811,KS,5.0
200812,KS,4.8
200901,KS,4.8
200902,KS,5.1
200903,KS,5.6
200904,KS,5.8
200905,KS,5.2
200906,KS,5.0
200907,KS,4.5
200908,KS,4.3
200909,KS,4.7
200910,KS,4.8
200911,KS,5.0
200912,KS,4.8
201001,KS,4.8
201002,KS,5.1
201003,KS,5.6
201004,KS,5.8
201005,KS,5.2
201006,KS,5.0
201007,KS,4.5
201008,KS,4.3
201009,KS,4.7
201010,KS,4.8
201011,KS,5.0
201012,KS,4.8
201101,KS,4.8
201102,KS,5.1
201103,KS,5.6
201104,KS,5.8
201105,KS,5.2
201106,KS,5.0
201107,KS,4.5
201108,KS,4.3
201109,KS,4.7
201110,KS,4.8
201111,KS,5.0
201112,KS,4.8
201201,KS,4.8
201202,KS,5.1
201203,KS,5.6
201204,KS,5.8
201205,KS,5.2
201206,KS,5.0
201207,KS,4.5
201208,KS,4.3
201209,KS,4.7
201210,KS,4.8
201211,KS,5.0
201212,KS,4.8
201301,KS,4.8
201302,KS,5.1
201303,KS,5.6
201304,KS,5.8
201305,KS,5.2
201306,KS,5.0
201307,KS,4.5
201308,KS,4.3
201309,KS,4.7
201310,KS,4.8
201311,KS,5.0
201312,KS,4.8
201401,KS,4.8
201402,KS,5.1
201403,KS,5.6
201404,KS,5.8
201405,KS,5.2
201406,KS,5.0
201407,KS,4.5
201408,KS,4.3
201409,KS,4.7
201410,KS,4.8
201411,KS,5.0
201412,KS,4.8
201501,KS,4.8
201502,KS,5.1
201503,KS,5.6
201504,KS,5.8
201505,KS,5.2
201506,KS,5.0
201507,KS,4.5
201508,KS,4.3
201509,KS,4.7
201510,KS,4.8
201511,KS,5.0
201512,KS,4.8
201601,KS,4.8
201602,KS,5.1
201603,KS,5.6
201604,KS,5.8
201605,KS,5.2
201606,KS,5.0
201607,KS,4.5
201608,KS,4.3
201609,KS,4.7
201610,KS,4.8
201611,KS,5.0
201612,KS,4.8
201701,KS,4.8
201702,KS,5.1
201703,KS,5.6
201704,KS,5.8
201705,KS,5.2
201706,KS,5.0
201707,KS,4.5
201708,KS,4.3
201709,KS,4.7
201710,KS,4.8
201711,KS,5.0
201712,KS,4.8
201801,KS,4.8
201802,KS,5.1
201803,KS,5.6
201804,KS,5.8
201805,KS,5.2
201806,KS,5.0
201807,KS,4.5
201808,KS,4.3
201809,KS,4.7
201810,KS,4.8
201811,KS,5.0
201812,KS,4.8
201901,KS,4.8
201902,KS,5.1
201903,KS,5.6
201904,KS,5.8
201905,KS,5.2
201906,KS,5.0
201907,KS,4.5
201908,KS,4.3
201909,KS,4.7
201910,KS,4.8
201911,KS,5.0
201912,KS,4.8
202001,KS,4.8
202002,KS,5.1
202003,KS,5.6
202004,KS,5.8
202005,KS,5.2
202006,KS,5.0
202007,KS,4.5
202008,KS,4.3
202009,KS,4.7
202010,KS,4.8
202011,KS,5.0
202012,KS,4.8
202101,KS,4.8
202102,KS,5.1
202103,KS,5.6
202104,KS,5.8
202105,KS,5.2
202106,KS,5.0
202107,KS,4.5
202108,KS,4.3
202109,KS,4.7
202110,KS,4.8
202111,KS,5.0
202112,KS,4.8
202201,KS,4.8
202202,KS,5.1
202203,KS,5.6
202204,KS,5.8
202205,KS,5.2
202206,KS,5.0
202207,KS,4.5
202208,KS,4.3
202209,KS,4.7
202210,KS,4.8
202211,KS,5.0
202212,KS,4.8
202301,KS,4.8
202302,KS,5.1
202303,KS,5.6
202304,KS,5.8
202305,KS,5.2
202306,KS,5.0
202307,KS,4.5
202308,KS,4.3
202309,KS,4.7
202310,KS,4.8
202311,KS,5.0
202312,KS,4.8
200101,KY,3.6
200102,KY,3.6
200103,KY,3.8
200104,KY,3.6
200105,KY,2.9
200106,KY,2.6
200107,KY,2.3
200108,KY,2.2
200109,KY,2.4
200110,KY,2.8
200111,KY,3.2
200112,KY,3.4
200201,KY,3.6
200202,KY,3.6
200203,KY,3.8
200204,KY,3.6
200205,KY,2.9
200206,KY,2.6
200207,KY,2.3
200208,KY,2.2
200209,KY,2.4
200210,KY,2.8
200211,KY,3.2
200212,KY,3.4
200301,KY,3.6
200302,KY,3.6
200303,KY,3.8
200304,KY,3.6
200305,KY,2.9
200306,KY,2.6
200307,KY,2.3
200308,KY,2.2
200309,KY,2.4
200310,KY,2.8
200311,KY,3.2
200312,KY,3.4
200401,KY,3.6
200402,KY,3.6
200403,KY,3.8
200404,KY,3.6
200405,KY,2.9
200406,KY,2.6
200407,KY,2.3
200408,KY,2.2
200409,KY,2.4
200410,KY,2.8
200411,KY,3.2
200412,KY,3.4
200501,KY,3.6
200502,KY,3.6
200503,KY,3.8
200504,KY,3.6
200505,KY,2.9
200506,KY,2.6
200507,KY,2.3
200508,KY,2.2
200509,KY,2.4
200510,KY,2.8
200511,KY,3.2
200512,KY,3.4
200601,KY,3.6
200602,KY,3.6
200603,KY,3.8
200604,KY,3.6
200605,KY,2.9
200606,KY,2.6
200607,KY,2.3
200608,KY,2.2
200609,KY,2.4
200610,KY,2.8
200611,KY,3.2
200612,KY,3.4
200701,KY,3.6
200702,KY,3.6
200703,KY,3.8
200704,KY,3.6
200705,KY,2.9
200706,KY,2.6
200707,KY,2.3
200708,KY,2.2
200709,KY,2.4
200710,KY,2.8
200711,KY,3.2
200712,KY,3.4
200801,KY,3.6
200802,KY,3.6
200803,KY,3.8
200804,KY,3.6
200805,KY,2.9
200806,KY,2.6
200807,KY,2.3
200808,KY,2.2
200809,KY,2.4
200810,KY,2.8
200811,KY,3.2
200812,KY,3.4
200901,KY,3.6
200902,KY,3.6
200903,KY,3.8
200904,KY,3.6
200905,KY,2.9
200906,KY,2.6
200907,KY,2.3
200908,KY,2.2
200909,KY,2.4
200910,KY,2.8
200911,KY,3.2
200912,KY,3.4
201001,KY,3.6
201002,KY,3.6
201003,KY,3.8
201004,KY,3.6
201005,KY,2.9
201006,KY,2.6
201007,KY,2.3
201008,KY,2.2
201009,KY,2.4
201010,KY,2.8
201011,KY,3.2
201012,KY,3.4
201101,KY,3.6
201102,KY,3.6
201103,KY,3.8
201104,KY,3.6
201105,KY,2.9
201106,KY,2.6
201107,KY,2.3
201108,KY,2.2
201109,KY,2.4
201110,KY,2.8
201111,KY,3.2
201112,KY,3.4
201201,KY,3.6
201202,KY,3.6
201203,KY,3.8
201204,KY,3.6
201205,KY,2.9
201206,KY,2.6
201207,KY,2.3
201208,KY,2.2
201209,KY,2.4
201210,KY,2.8
201211,KY,3.2
201212,KY,3.4
201301,KY,3.6
201302,KY,3.6
201303,KY,3.8
201304,KY,3.6
201305,KY,2.9
201306,KY,2.6
201307,KY,2.3
201308,KY,2.2
201309,KY,2.4
201310,KY,2.8
201311,KY,3.2
201312,KY,3.4
201401,KY,3.6
201402,KY,3.6
201403,KY,3.8
201404,KY,3.6
201405,KY,2.9
201406,KY,2.6
201407,KY,2.3
201408,KY,2.2
201409,KY,2.4
201410,KY,2.8
201411,KY,3.2
201412,KY,3.4
201501,KY,3.6
201502,KY,3.6
201503,KY,3.8
201504,KY,3.6
201505,KY,2.9
201506,KY,2.6
201507,KY,2.3
201508,KY,2.2
201509,KY,2.4
201510,KY,2.8
201511,KY,3.2
201512,KY,3.4
201601,KY,3.6
201602,KY,3.6
201603,KY,3.8
201604,KY,3.6
201605,KY,2.9
201606,KY,2.6
201607,KY,2.3
201608,KY,2.2
201609,KY,2.4
201610,KY,2.8
201611,KY,3.2
201612,KY,3.4
201701,KY,3.6
201702,KY,3.6
201703,KY,3.8
201704,KY,3.6
201705,KY,2.9
201706,KY,2.6
201707,KY,2.3
201708,KY,2.2
201709,KY,2.4
201710,KY,2.8
201711,KY,3.2
201712,KY,3.4
201801,KY,3.6
201802,KY,3.6
201803,KY,3.8
201804,KY,3.6
201805,KY,2.9
201806,KY,2.6
201807,KY,2.3
201808,KY,2.2
201809,KY,2.4
201810,KY,2.8
201811,KY,3.2
201812,KY,3.4
201901,KY,3.6
201902,KY,3.6
201903,KY,3.8
201904,KY,3.6
201905,KY,2.9
201906,KY,2.6
201907,KY,2.3
201908,KY,2.2
201909,KY,2.4
201910,KY,2.8
201911,KY,3.2
201912,KY,3.4
202001,KY,3.6
202002,KY,3.6
202003,KY,3.8
202004,KY,3.6
202005,KY,2.9
202006,KY,2.6
202007,KY,2.3
202008,KY,2.2
202009,KY,2.4
202010,KY,2.8
202011,KY,3.2
202012,KY,3.4
202101,KY,3.6
202102,KY,3.6
202103,KY,3.8
202104,KY,3.6
202105,KY,2.9
202106,KY,2.6
202107,KY,2.3
202108,KY,2.2
202109,KY,2.4
202110,KY,2.8
202111,KY,3.2
202112,KY,3.4
202201,KY,3.6
202202,KY,3.6
202203,KY,3.8
202204,KY,3.6
202205,KY,2.9
202206,KY,2.6
202207,KY,2.3
